32,Input 1:,a man is putting a dish into a dishwasher,Input 2:,a man is putting a knife into a dish,Outputs:,The man gets a knife.
32,Input 1:,a man is putting a knife into a dish,Input 2:,a man is cutting a fish in a kitchen,Outputs:,The man prepares a fish.
38,Input 1:,a fire is lit in the dark,Input 2:,a red bird is sitting on the ground,Outputs:,A red bird appears.
44,Input 1:,a man in a bathroom,Input 2:,a man with green hair,Outputs:,The man colored his hair.
44,Input 1:,a man with blue hair,Input 2:,a man in a bathroom with a blue mohawk,Outputs:,He has a mohawk.
44,Input 1:,a man with blue hair,Input 2:,a man with a blue wig and a green wig,Outputs:,He is wearing a blue and green wig.
44,Input 1:,a man with blue hair,Input 2:,a man in a black shirt,Outputs:,He is wearing a black shirt.
55,Input 1:,a man is walking through the snow covered street,Input 2:,a snowboarder is falling off a hill,Outputs:,The snowboarder starts to fall off a hill.
55,Input 1:,a snowboarder is falling off his board,Input 2:,a snow covered tree in the middle of a street,Outputs:,A snow covered tree appears.
55,Input 1:,a bird is standing in the snow near a building,Input 2:,a car is stuck in the snow,Outputs:,A car is shown stuck in the snow.
55,Input 1:,a car is stuck in the snow,Input 2:,a dog is standing in the snow outside,Outputs:,A dog is standing nearby.
56,Input 1:,a horse is standing in a field with a cloudy sky,Input 2:,a horse is standing in a stable,Outputs:,Horses are in a stable.
56,Input 1:,a horse is standing in a stable,Input 2:,a horse wearing a vest,Outputs:,It is wearing a vest.
57,Input 1:,a man is playing with a ball in the grass,Input 2:,a man is doing a trick on a ball,Outputs:,He continues to play.
60,Input 1:,a horse is grazing in a field with trees,Input 2:,a tree in the middle of a field,Outputs:,There is a tree in the middle of the field.
60,Input 1:,a tree in the middle of a field,Input 2:,a blur of a tree,Outputs:,The tree is blurry.
60,Input 1:,a blur of a tree,Input 2:,a small tree in a field with a red flower,Outputs:,There are red flowers.
60,Input 1:,a small tree in a field with a red flower,Input 2:,a man is walking through the woods,Outputs:,A man walks past the tree.
60,Input 1:,a man is walking through the woods,Input 2:,a woman riding a horse through a forest,Outputs:,A woman appears riding a horse.
60,Input 1:,a horse is eating some leaves from a tree,Input 2:,a deer is walking through the grass,Outputs:,A deer appears.
60,Input 1:,a deer is walking through the grass,Input 2:,a bird is sitting in the tree,Outputs:,A bird appears.
60,Input 1:,a bird is sitting in the tree,Input 2:,a cat is sitting in a tree,Outputs:,A cat appears.
60,Input 1:,a cat is sitting in a tree,Input 2:,a woman riding a horse in a field,Outputs:,A woman wppears riding a horse.
62,Input 1:,a polar bear is walking across the ice,Input 2:,a whale is seen in the ice,Outputs:,A whale is shown.
62,Input 1:,a whale is seen in the ice,Input 2:,a polar bear is seen in the sky above the ice,Outputs:,A polar bear is shown above the ice.
64,Input 1:,a small kitten sitting on top of a chair,Input 2:,a cat eating food from a plastic container,Outputs:,The kitten starts to eat.
64,Input 1:,a small cat eating food out of a blue box,Input 2:,a cat is sitting on a chair in a room,Outputs:,The cat stops eating.
64,Input 1:,a cat is eating something off of a chair,Input 2:,a cat is playing with a toy on a table,Outputs:,The cat plays with a toy.
70,Input 1:,a helicopter flying over the ocean with a small boat in the background,Input 2:,a man in a wet suit is being pulled by a man in a wet suit,Outputs:,The scene shift to a man in a wet suit.
70,Input 1:,a man in a wet suit is standing next to a woman in a wet suit,Input 2:,a man in a wet suit is standing next to a shark,Outputs:,There is a shark next to the man.
70,Input 1:,a man in a wet suit is standing next to a shark,Input 2:,a man in a wet suit is getting ready to go into a helicopter,Outputs:,The man is getting into a helicopter.
70,Input 1:,a man in a wet suit is getting ready to go into a helicopter,Input 2:,a boat is in the water with a boat in the background,Outputs:,Boats are shown.
70,Input 1:,a boat is in the water with a boat in the background,Input 2:,a boat is seen from above as it is being towed,Outputs:,The boat is towed.
72,Input 1:,a cat is standing in the grass,Input 2:,raccos eating food in the garden,Outputs:,They are racoons.
75,Input 1:,a cat is standing on a table with a box of cereal,Input 2:,a cat is playing with a birthday cake,Outputs:,The cat is playing with a birthday cake.
75,Input 1:,a cat is playing with a birthday cake,Input 2:,a cat is laying on a table,Outputs:,It continues to be on top of the table.
78,Input 1:,a group of men riding horses in the desert,Input 2:,a black and white photo of a man on a horse,Outputs:,They continue riding.
78,Input 1:,a black and white photo of a man on a horse,Input 2:,a group of people riding horses in the dirt,Outputs:,They continue riding.
78,Input 1:,a group of people riding horses down a dirt road,Input 2:,a man in a jeep driving down a dirt road,Outputs:,A jeep passes the horses.
78,Input 1:,a man in a jeep driving down a dirt road,Input 2:,a man riding in the back of a truck,Outputs:,There is a man in the back.
79,Input 1:,a dog is walking across a street in a parking,Input 2:,a dog is running on the street,Outputs:,The dog begins to run.
79,Input 1:,a man is walking down the street with a dog,Input 2:,a cat is walking across the street,Outputs:,A cat crosses.
79,Input 1:,a cat is walking across the street,Input 2:,a man riding a skateboard down a hill,Outputs:,A man appears riding a skateboard.
81,Input 1:,a group of people playing in the ocean,Input 2:,a group of people in the water,Outputs:,They continue playing.
81,Input 1:,a group of people in the water,Input 2:,a group of people in a pool with a red circle,Outputs:,They continue to swim.
81,Input 1:,a group of people in a pool with a red circle,Input 2:,a man surfing on a surfboard,Outputs:,A man is seen surfing.
82,Input 1:,a red car is parked in a field,Input 2:,a car is seen exploding up in the air,Outputs:,The car explodes.
82,Input 1:,a car is seen exploding up in the air,Input 2:,a man in a red shirt is throwing a red ball into the air,Outputs:,Cuts to man throwing a red ball into the air.
82,Input 1:,a man in a red shirt is throwing a red ball into the air,Input 2:,a large tree in the background,Outputs:,There is a large tree.
82,Input 1:,a large tree in the background,Input 2:,a large white cloud,Outputs:,A cloud appears.
82,Input 1:,a large white cloud,Input 2:,a body of water,Outputs:,A body of water appears.
82,Input 1:,a man is standing near a river with a camera,Input 2:,a man riding a bike,Outputs:,The man begins riding a bike.
82,Input 1:,a man riding a bike,Input 2:,a fire is seen in the distance of a pond,Outputs:,There is a fire across the pond.
84,Input 1:,a white cat sitting on a window sie,Input 2:,a white rabbit sitting on top of a wooden bench,Outputs:,The cat is sitting.
84,Input 1:,a white rabbit is sitting on a ledge,Input 2:,a small white rabbit sitting on a wooden step,Outputs:,The rabbit continues to sit.
85,Input 1:,a man in sunglasses drinking a drink,Input 2:,a man in sunglasses and a hat holding a straw,Outputs:,He grabs the straw.
85,Input 1:,a man with sunglasses holding a red stick,Input 2:,a man wearing sunglasses and a hat,Outputs:,The man is wearing sunglasses and a hat.
86,Input 1:,a man is leaning on a car,Input 2:,a man standing next to a car,Outputs:,The man stops leaning.
87,Input 1:,a badger is digging in the dirt,Input 2:,a small animal is digging in the dirt,Outputs:,The badger continues digging.
88,Input 1:,a man is throwing a ball at a child,Input 2:,a man is running in the yard with a frc sign,Outputs:,The man begins to run.
88,Input 1:,a man is running in the yard with a frc sign,Input 2:,a man is playing with a ball in the park,Outputs:,The man continues playing.
90,Input 1:,a woman is putting a cake in a pan,Input 2:,a man is holding a large crab in his hands,Outputs:,The woman continues holding the pan.
90,Input 1:,a man is holding a large crab in his hands,Input 2:,a man and woman are working on a horse,Outputs:,A woman appears.
90,Input 1:,a man and woman are working on a horse,Input 2:,a woman in an apron holding a lobster,Outputs:,A woman is holding a lobster
90,Input 1:,a woman in an apron holding a lobster,Input 2:,a woman sitting at a table talking to a man,Outputs:,A woman and a man are having dinner.
91,Input 1:,a bear is walking in the grass,Input 2:,a cat is walking in the yard,Outputs:,A cat appears in the yard.
91,Input 1:,a cat is walking in the yard,Input 2:,a dog is standing in a room with a mirror,Outputs:,A dog is shown standing in a room.
94,Input 1:,a small mouse is sitting on the floor,Input 2:,a small rabbit is sitting on a couch,Outputs:,The rabbit is shown on the couch.
95,Input 1:,a man is making a dough with a rolling machine,Input 2:,a man is seen in the middle of a video,Outputs:,The man continues to make dough
95,Input 1:,a man is seen in the middle of a video,Input 2:,a tv screen showing two men cooking in a kitchen,Outputs:,Two men are cooking
96,Input 1:,the nba game that started in the nba playoffs,Input 2:,a basketball player is trying to steal the ball,Outputs:,A player tries to steal the ball
97,Input 1:,a young boy sitting on the floor,Input 2:,a young boy sitting on a couch talking on a cell,Outputs:,The boy is hlding a phone
98,Input 1:,a young boy is playing with a pink card,Input 2:,a young man sitting at a table with a laptop,Outputs:,The boy is using a laptop.
98,Input 1:,a young man sitting at a table with a laptop,Input 2:,a man is holding a pink paper heart,Outputs:,A man is shown with a heart.
98,Input 1:,a man is holding a pink paper heart,Input 2:,a young boy is playing with a toy,Outputs:,The boy plays with the toy.
98,Input 1:,a young boy is playing with a toy,Input 2:,a young man wearing glasses and a plaid shirt,Outputs:,They are wearing glasses and a plaid shirt
98,Input 1:,a young man wearing glasses and a plaid shirt,Input 2:,a man in glasses is sitting at a table,Outputs:,Are shown sitting at a table
99,Input 1:,a young boy is looking at himself in the bathroom,Input 2:,a boy is sitting in the bathtub,Outputs:,The boy moves to the bathtub.
99,Input 1:,a boy is standing in the bathtub,Input 2:,a woman is taking a bath in the bathroom,Outputs:,The woman replaces the boy in the bathtub.
99,Input 1:,a young boy is washing his hair in the bathroom,Input 2:,a woman is washing her hair in the bathroom,Outputs:,The woman washes her hair instead of the boy.
99,Input 1:,a woman is washing her hair in the bathroom,Input 2:,a man is standing in the bathtub,Outputs:,The is with the woman in the bathroom.
101,Input 1:,a large group of men in white robes,Input 2:,the penguins are in the middle of the ocean,Outputs:,The scene shifts from men to penguins in the ocean.
101,Input 1:,the penguins are in the middle of the ocean,Input 2:,a large group of penguins walking across a snow covered field,Outputs:,The penguins move to a snow-covered field.
106,Input 1:,a woman in a black tank top playing a guitar,Input 2:,a white wall with a white window and a white window,Outputs:,The scene cuts to a white wall.
107,Input 1:,a man in a room with a bed and a television,Input 2:,a man is standing in a bedroom with a bed,Outputs:,The man remains in the bedroom.
107,Input 1:,a man is bending on a bed,Input 2:,a man jumping on a bed in a bedroom,Outputs:,The man jumps on the bed.
107,Input 1:,a man is jumping on a bed,Input 2:,a man is standing on a bed with his head in the air,Outputs:,The man lifts his head in the air.
107,Input 1:,a man is standing on a bed with his head in the air,Input 2:,a man is playing with a dog on the bed,Outputs:,The man plays with the dog.
107,Input 1:,a man is playing with a dog on the bed,Input 2:,a dog laying on top of a bed,Outputs:,The man plays with the dog.
108,Input 1:,a man is standing in front of a window,Input 2:,a man in a white shirt is dancing,Outputs:,The man begins to dance.
108,Input 1:,a man in a white shirt is dancing,Input 2:,a man is sitting down on a couch,Outputs:,The man sits down on the couch.
108,Input 1:,a man is sitting on a bench with his head down,Input 2:,a scene from the movie,Outputs:,The scene cuts to a movie.
109,Input 1:,a man walking down a street with a skateboard,Input 2:,a man with a goat on his head,Outputs:,A man appears with a goat on his head.
109,Input 1:,a man with a goat on his head,Input 2:,a man is walking in a room with a white wall,Outputs:,The man walks into a room.
109,Input 1:,a man is walking in a room with a white wall,Input 2:,a young boy is playing with a wii game,Outputs:,The boy is now playing a Wii game.
109,Input 1:,a young boy is playing with a wii game,Input 2:,a man with long hair,Outputs:,A man appears.
109,Input 1:,a man with long hair,Input 2:,a man with a white shirt,Outputs:,He is wearing a white shirt.
109,Input 1:,a man with a white shirt,Input 2:,a black cat is walking on a wooden floor,Outputs:,A cat appears.
109,Input 1:,a black cat is walking on a wooden floor,Input 2:,a woman is standing in a bathroom,Outputs:,The woman is now in the bathroom.
109,Input 1:,a woman is standing in a bathroom,Input 2:,a woman walking down a hallway in a building,Outputs:,The woman walks down a hallway.
109,Input 1:,a woman walking down a hallway in a building,Input 2:,a man with long hair,Outputs:,The woman has long hair.
110,Input 1:,a penguin is walking on the sidewalk,Input 2:,a bird is standing on the ground,Outputs:,A bird is shown standing on the ground.
110,Input 1:,a bird is standing on the ground,Input 2:,a bird with a yellow head and black beak,Outputs:,The bird has a yellow head and black beak.
110,Input 1:,a bird with a yellow head and black beak,Input 2:,a penguin is standing next to a building,Outputs:,The penguin is standing next to a building.
110,Input 1:,a penguin is standing next to a building,Input 2:,a man is holding a large bird in his hand,Outputs:,The man holds a large bird.
110,Input 1:,a man is holding a dog in his arms,Input 2:,a man in a suit is walking down the street,Outputs:,He is wearing a suit.
110,Input 1:,a man in a suit is walking down the street,Input 2:,a stuffed bird is walking down the street,Outputs:,A stuffed bird walks down the street.
111,Input 1:,a deer is laying on the ground in the woods,Input 2:,a man kneeling down to a dead deer,Outputs:,A man kneels by a dead deer.
112,Input 1:,a man in an orange vest is walking through the woods,Input 2:,a man in an orange vest is holding a knife,Outputs:,The man is holding a knife.
112,Input 1:,a man in a vest holding a stick,Input 2:,a man is standing next to a deer,Outputs:,The man stands next to a deer.
112,Input 1:,a man is standing in the woods with a bow,Input 2:,a view of trees from below,Outputs:,The camera looks up at the trees.
112,Input 1:,a view of trees from below,Input 2:,a man in a red hat and glasses standing next to a tree,Outputs:,A man in a red hat and glasses appear.
113,Input 1:,a pile of leaves on the ground,Input 2:,a snake is walking through the leaves,Outputs:,A snake crawls through the leaves.
113,Input 1:,a snake is walking through the leaves,Input 2:,a lizard is sitting on the ground in the leaves,Outputs:,A lizard is now in the leaves.
113,Input 1:,a lizard is sitting on the ground in the leaves,Input 2:,a bird is sitting on the leaves in the ground,Outputs:,A bird is shown standing on the ground.
113,Input 1:,a bird is sitting on the leaves in the ground,Input 2:,a snake is laying on the ground,Outputs:,A snake is nearby.
113,Input 1:,a snake is laying on the ground,Input 2:,a man is standing in the woods,Outputs:,A man appears in the woods.
115,Input 1:,a man is pulling a backpack through the woods,Input 2:,a man standing next to a tree in the woods,Outputs:,The man stands next to a tree.
116,Input 1:,a man in a hat and jacket standing on a boat,Input 2:,a body of water with houses in the background,Outputs:,The scene shifts from a man on a boat to a waterside view.
116,Input 1:,a body of water with houses in the background,Input 2:,a man standing next to a boat on the water,Outputs:,A man appears next to a boat on the water.
118,Input 1:,a woman in a bikini is doing a dumb,Input 2:,a woman is doing a barbell exercise,Outputs:,The woman switches from a dumb move to a barbell exercise.
118,Input 1:,a woman in a bra bra top is doing a workout,Input 2:,a woman in a black shorts is dancing,Outputs:,The woman switches from working out to dancing.
118,Input 1:,a woman in a black shorts is dancing,Input 2:,a woman in shorts and sneakers standing on a wooden floor,Outputs:,"The woman keeps dancing, now on a wooden floor."
118,Input 1:,a woman in shorts and sneakers standing on a wooden floor,Input 2:,a woman with long blonde hair and a black shirt,Outputs:,The woman with sneakers is replaced by a blonde woman in black.
118,Input 1:,a woman with long blonde hair and a black shirt,Input 2:,a woman in a bikini with a large breast,Outputs:,The woman is now wearing a bikini.
118,Input 1:,a woman in a bikini with a large breast,Input 2:,a woman in a bra bra top is showing her big tits,Outputs:,She starts showing off her body.
118,Input 1:,a woman in a bra bra top is showing her big tits,Input 2:,a woman in black shorts is standing on a bed,Outputs:,The woman stands on a bed instead.
118,Input 1:,a woman in black shorts is standing on a bed,Input 2:,a woman in black shorts is standing on a chair,Outputs:,The woman moves from the bed to the chair.
118,Input 1:,a woman in black shorts is standing on a chair,Input 2:,a woman in a gym room holding a barbell,Outputs:,The woman transitions to the gym.
118,Input 1:,a woman in a gym room holding a barbell,Input 2:,a woman is doing a barbell exercise,Outputs:,She begins a barbell exercise.
119,Input 1:,a man riding a bike,Input 2:,a woman is walking through a doorway,Outputs:,The scene shifts to a woman walking through a doorway.
119,Input 1:,a woman is walking through a doorway,Input 2:,a woman is riding a motorcycle down the street,Outputs:,The woman starts riding a motorcycle.
119,Input 1:,a woman riding a bike down a street,Input 2:,a woman is walking down the street with a suitcase,Outputs:,The woman switches from biking to walking with a suitcase.
119,Input 1:,a woman is walking down the street with a suitcase,Input 2:,a man riding a motorcycle down a street,Outputs:,A man riding a motorcycle appears.
119,Input 1:,a man riding a motorcycle down a street,Input 2:,a video of a man riding a bike down a street,Outputs:,The motorcycle scene becomes a video.
119,Input 1:,a man is walking down the street in a small town,Input 2:,a street scene with a car driving down it,Outputs:,The street view changes to include a car.
119,Input 1:,a street scene with a car driving down it,Input 2:,a video of a man walking down the street,Outputs:,A man walking appears in the video.
120,Input 1:,a man standing on a track with a baseball bat,Input 2:,a man holding a stick while standing on a track,Outputs:,The man switches from a bat to a stick.
120,Input 1:,a man holding a stick while standing on a track,Input 2:,a man kneeling down on a field with a stick,Outputs:,The man kneels down with the stick.
120,Input 1:,a man kneeling down on a field with a stick,Input 2:,a man laying on the ground in front of a football field,Outputs:,The man lays down in front of the field.
122,Input 1:,a man running on a track with a dog,Input 2:,a man running on a track with a crowd watching,Outputs:,The crowd appears around the track.
122,Input 1:,a man running on a track with a crowd watching,Input 2:,a man running on a track with a ladder,Outputs:,A ladder is now on the track.
122,Input 1:,a man running on a track with a ladder,Input 2:,a man jumping over a hurdle on a track,Outputs:,The man jumps over a hurdle.
123,Input 1:,a castle with a clock on top of it,Input 2:,a man riding a bike down a tree lined road,Outputs:,The scene shifts to a tree-lined road with a cyclist.
124,Input 1:,a tiger in the wild,Input 2:,a green screen with a tiger running in the grass,Outputs:,The tiger is now running on a green screen.
125,Input 1:,the who - live at the isle music festival,Input 2:,the who - live at the fille,Outputs:,The concert moves to a new venue.
125,Input 1:,the who - live at the fille,Input 2:,the band the who on stage at the 2009 festival,Outputs:,The band performs at the 2009 festival.
125,Input 1:,the band the who on stage at the 2009 festival,Input 2:,the band the prodigys performing at the 2009 festival,Outputs:,The band continues to perform.
125,Input 1:,the band the prodigys performing at the 2009 festival,Input 2:,the band the strokes performing at the 2009 festival,Outputs:,The Prodigys are replaced by The Strokes.
125,Input 1:,a man on stage with a drum and a microphone,Input 2:,the who - live at the fille,Outputs:,The scene cuts to a concert video.
125,Input 1:,the who - live at the fille,Input 2:,"the who - live at the royal albert theatre, london, uk, 1994",Outputs:,The Who perform at Royal Albert Hall.
126,Input 1:,a group of dogs playing in the water,Input 2:,a group of otters in the water,Outputs:,The dogs are replaced by otters.
126,Input 1:,a group of ducks swimming in a river,Input 2:,a group of otters playing in the water,Outputs:,The ducks are replaced by otters playing.
126,Input 1:,a small turtle is swimming in the water,Input 2:,a crocodile is seen in the water,Outputs:,A crocodile appears in place of the turtle.
127,Input 1:,a woman in a red dress is standing in a room,Input 2:,a woman in a red dress is sitting on a bed,Outputs:,The woman sits on the bed.
127,Input 1:,a woman in a red dress is sitting on a bed,Input 2:,a woman in a red dress is eating a piece of cake,Outputs:,The woman starts eating cake.
127,Input 1:,a woman in a red dress is talking on a cell,Input 2:,a man and woman sitting on a couch,Outputs:,A man is with her on the couch.
130,Input 1:,a boat is floating in the water,Input 2:,a bear is in the water near a beach,Outputs:,A bear appears in the water near the beach.
130,Input 1:,a bear is in the water near a beach,Input 2:,a man is standing in the water,Outputs:,A man is seen standing in the water.
130,Input 1:,a dog is playing in the water,Input 2:,a boat is in the water near buildings,Outputs:,A boat can be seen in the water.
132,Input 1:,a small animal with big eyes is looking at the camera,Input 2:,a small animal with big eyes is shown in this und - news clip,Outputs:,The animal is shown in a news clip.
133,Input 1:,a man is painting a woman ' s face with white paint,Input 2:,a woman is applying a man ' s face with a white mask,Outputs:,The woman applies a mask instead of paint.
133,Input 1:,a woman is applying a man ' s face with a white mask,Input 2:,a woman with makeup and a man with a unicorn face paint,Outputs:,The woman and man now have full makeup and face paint.
134,Input 1:,a polar bear is walking on rocks,Input 2:,a polar bear is climbing up a mountain,Outputs:,The polar bear climbs up the mountain.
137,Input 1:,a man and woman sitting in a car,Input 2:,a car driving down a street next to a traffic light,Outputs:,The car begins to drive down the street.
137,Input 1:,a car driving down a street next to a traffic light,Input 2:,a yellow car driving down a street next to a red car,Outputs:,A yellow and red car are shown next to the traffic light.
139,Input 1:,a man is cleaning a refrigerator with a sponge,Input 2:,a man is putting something into a refrigerator,Outputs:,The man moves from cleaning to placing something inside.
139,Input 1:,a man is putting a yellow ball into a refrigerator,Input 2:,a man is opening a refrigerator door,Outputs:,The man opens the refrigerator door.
139,Input 1:,a man is cleaning a refrigerator with a rag,Input 2:,a man is holding a cat in his hand,Outputs:,The man holds a cat instead of cleaning.
139,Input 1:,a white refrigerator sitting in a kitchen next to a refrigerator,Input 2:,a white dresser with a drawer and a drawer,Outputs:,It's a white dresser with drawers.
140,Input 1:,a woman doing a yoga pose in a room,Input 2:,a woman is standing in a room with a ball,Outputs:,The woman stands in the room with a ball.
141,Input 1:,a man is riding a bike down the street,Input 2:,a brown tile floor with a white border,Outputs:,He bikes across a brown tile floor with a white border.
141,Input 1:,a brown tile floor with a white border,Input 2:,a brown rectangular table with a white top,Outputs:,The tiled floor is replaced by a table.
142,Input 1:,a group of dogs pulling a sler across a snowy field,Input 2:,a man is riding a snowmobile,Outputs:,The man replaces the dogs with a snowmobile.
142,Input 1:,a man is riding a snowmobile,Input 2:,a group of people are walking through the snow,Outputs:,People are seen walking through the snow.
142,Input 1:,a group of people are walking through the snow,Input 2:,a group of people riding on top of a snow covered hill,Outputs:,They are riding up to the top of the hill.
142,Input 1:,a group of people riding on top of a snow covered hill,Input 2:,a snowboarder is falling off the ground,Outputs:,A snowboarder appears and falls.
143,Input 1:,a man holding a small bird in his hands,Input 2:,a man holding a baby in his arms,Outputs:,The man continues to hold the baby.
143,Input 1:,a man holding a baby in his arms,Input 2:,a man holding a dog,Outputs:,The man holds a baby instead of a bird.
146,Input 1:,a group of animals are walking around a building,Input 2:,a bear is walking around in the dirt,Outputs:,The baby is replaced by a dog.
146,Input 1:,a bear is walking around in the dirt,Input 2:,a cat is sitting on the ground in the dark,Outputs:,The animals are replaced by a bear.
146,Input 1:,a cat is sitting on the ground in the dark,Input 2:,a group of bears are playing in the dirt,Outputs:,A cat appears after the bear.
146,Input 1:,a group of bears are playing in the dirt,Input 2:,a cat is walking around a dog,Outputs:,A group of bears is now playing.
